word,sentence,video_id
Anstellung,"Die gute Frau hat etwas gegen mich , sie kann es nicht verbergen , ich bin ihr zuwider . Zwar nehme ich ihr es nicht übel , denn so was ist unwillkürlich , doch drückt es mich und verleidet mir meine Anstellung , mit der ich übrigens alle Ursache hätte , sehr zufrieden zu sein . Es ist halte nichts auf Erden vollkommen und kein Glück bleibt ungetrübt . """,183
Anstellung,Von einem Leibkutscher oder Leibschneider oder Leibstuhl habe i schon gehört ; aber von einem Leibgelehrten no nix . Das muß a kuriose Anstellung sein . Dünkelmaier .,183
Anstellung,"Es kann aber auch zunächst die Anstellung allein erfolgen und die Verleihung des Amtes einem besonderen Akte vorbehalten sein . Immer geschieht die Anstellung begriffsmäßig behuß Übertragung einer bestimmten Art von Amt , wodurch allein die begründete Dienstpflicht nutzbar gemacht , durch dessen Bezeichnung sie aber auch ihrem Inhalt nach genauer bestimmt wird . Nur zu Diensten in einem Amte der bezeichneten Art ist der Angestellte verpflichtet .",183
Anstellung,"Nach zweijährigem Drängen und Mahnen sah er endlich seinen Lieblingswunsch erfüllt , und das neue Konvikt wirkte in diesen ersten Jahren durchaus wohltätig , da seine Zöglinge sich zwar einer strengen Hausordnung fügen mußten , aber mit den weltlichen Kommilitonen frei verkehren und ihre philosophischen Kollegien nach eigenem Ermessen auswählen durften . Eine klösterliche Lebensweise wollte der Erzbischof grundsätzlich vermieden sehen , weil sie den Gewohnheiten des heutigen Lebens widerspreche ; selbst gegen die Anstellung evangelischer Konviktsdiener hatte er nichts einzuwenden , falls sich keine geeigneten Katholiken fänden . Spiegel an Refüs , 5. Febr. , 21. März ; an A. W. v. Schlegel , 13. Juli 1825 ; an Professor Hüllmann , 4. , 13. Dec. 1826 , 26. Sept. 1827 ; an Bunsen 12. Dec. 1828 , 6. Juli 1829 .",183
Anstellung,"Das erste liegt in dem oben bezeichneten Verhältnis zur berufsmäßigen Bildung . Der Charakter des öffentlichen Rechts der Anstellung beruht auf dem Anteil , den das Amt , die Geistlichkeit und die Gemeinde an Anstellung und Entlassung besitzen . Dieses öffentliche Recht aber wird seinerseits naturgemäß in seiner Gestaltung eben von dem Grade der Bildung abhängen , den man für den Lehrerberuf fordert ; und das ist es andererseits wieder , was die Verschiedenheit jenes Rechts und zuletzt auch die Bewegungen in demselben erklärt .",87
Anstellung,"Aachen , den 12 April . Es hat sich hier das Gerücht verbreitet , daß in Brüssel ein neuer und allgemeiner Aufstand ausgebrochen sei , wozu die Gefangennehmung des Generals von der Meersch und die Anstellung eines ausländischen Generals , des Herrn von Schönfeld , zum Oberkommando über die Armee , Gelegenheit gegeben haben soll . Es geht eine Stafette nach der anderen hier durch .",87
Anstellung,"Er warf sich in den Fauteuil , überschlug die Beine und rieb die Hände . "" Seine Majestät haben in Gnaden die Anstellung des Herrn von Stein abgelehnt . "" "" Stein wird nicht Finanzminister , "" wiederholte der Minister .",87
Anstellung,"Wer mit eigenem Geld ein Korps aufstellte , war Kommandeur desselben . Bei Anstellung der Offiziere machte die Religion keinen Unterschied ; mehr als der Glaube galten Reichtum , Tapferkeit und Erfahrung . Durch diese gleichförmige Gerechtigkeit gegen die verschiedenen Religionsverwandten , und mehr noch durch die Erklärung , daß die gegenwärtige Rüstung mit der Religion nichts zu schaffen habe , wurde der protestantische Untertan beruhigt , und zu gleicher Teilnahme an den öffentlichen Lasten bewogen .",87
Anstellung,"Das Anstellungs-Dekret entspricht der Aufnahme- oder Naturalisations-Urkunde und hat für die Perfektion des Geschäftes ganz dieselbe Bedeutung wie diese . II. Über die Anstellung der unmittelbaren Reichsbeamten gelten folgende Rechtsregeln . 1. Befugt im Namen des Reiches Beamte anzustellen , ist der Kaiser als der Geschäftsführer des Reiches. R.-V. Art. 18 .",87
Anstellung,"Denn solches sind allgemeine Vorteile , welche die Gesetze den Eltern billigerweise für die Beschwerden der ganzen Erziehung gewähren . In wiefern jedoch ein Sohn , der zwar bereits volljährig geworden , allein sich von den Eltern , mit Anstellung einer eigenen Nahrung und Haushaltung , noch nicht abgesondert hat , zu solchen bürgerlichen Handlungen fähig sei , die die Eigenschaft eines Paterfamilias erfordern , ist streitig . Zwar ist man darin völlig einverstanden , daß die Errichtung eines Testaments bis auf wirklich erfolgte völlige Absonderung des Sohns suspendiert bleiben müsse .",87
Anstellung,"Dann Eintritt in die ( 3 ) Seminarien ( mit Stipendien ) , die mit Seminarschulen verbunden sind . Abgangsprüfung als erste Dienstprüfung ; dann Dienst als Unterlehrer drei Jahre , dann zweite Dienstprüfung mit Recht zur Anstellung als Hauptschullehrer , jedoch mit Unterschied von Stadt und Land . -- Die Fortbildung der Lehrer ist hier organisiert ; Pflicht zur Lieferung von Aufsätzen ( vierteljährig ) ; Leseverein obligat in jedem Visitationsbezirk ; dann "" Lehrerkonferenzen "" unter dem Visitator .",87
Anstellung,"Elafu . Ich sehe im Ernst nicht , wie das Geld mit der Anstellung eines Dieners des Staats zusammenhängt ? Lehnlakai .",87
Anstellung,"Beispielsweise ordnet für Leipzig ein Reskript von 1586 , also nur wenige Jahre nach dem ebenerwähnten Ausschreiben an den Rat in Grimma an , es sollen für die Post nach Hessen und Braunschweig "" zwei fleißige Boten angestellt werden , welche der Posten täglich abwarten möchten "" . In gleicher Weise kommt auch für den städtischen Botendienst die feste Anstellung in immer mehr Städten auf ; die beteiligten Kaufleute legen die Unkosten nach bestimmten Jahresbeiträgen um , lassen Bürgschaft für gehörige Ausführung ihrer Aufträge leisten , und wirken in unruhigen Zeiten die Erlaubnis der Obrigkeit aus , den Mantel mit der Stadtfarbe und dem Wappenschild zu tragen . Beispielsweise bestimmt die Hamburger Botenordnung von 1580 :",87
Anstellung,"Die Dienstpflicht kommt also zur Entstehung ohne Vorstufe , durch Anstellung allein . Sie bedeutet , daß der Verpflichtete nunmehr seinem Dienstherrn , dem Staate , zur Verfügung steht , um Dienste der durch die Anstellung bezeichneten Art von ihm zu verlangen . Der Staat macht davon Gebrauch , indem er ihm den bestimmten Geschäftskreis anweist , in welchem er tätig werden soll .",87
Anstellung,"Die gute Frau hat etwas gegen mich , sie kann es nicht verbergen , ich bin ihr zuwider . Zwar nehme ich ihr es nicht übel , denn so was ist unwillkürlich , doch drückt es mich und verleidet mir meine Anstellung , mit der ich übrigens alle Ursache hätte , sehr zufrieden zu sein . Es ist halte nichts auf Erden vollkommen und kein Glück bleibt ungetrübt . """,87
Anstellung,Von einem Leibkutscher oder Leibschneider oder Leibstuhl habe i schon gehört ; aber von einem Leibgelehrten no nix . Das muß a kuriose Anstellung sein . Dünkelmaier .,87
Anstellung,"Es kann aber auch zunächst die Anstellung allein erfolgen und die Verleihung des Amtes einem besonderen Akte vorbehalten sein . Immer geschieht die Anstellung begriffsmäßig behuß Übertragung einer bestimmten Art von Amt , wodurch allein die begründete Dienstpflicht nutzbar gemacht , durch dessen Bezeichnung sie aber auch ihrem Inhalt nach genauer bestimmt wird . Nur zu Diensten in einem Amte der bezeichneten Art ist der Angestellte verpflichtet .",87
Anstellung,"Nach zweijährigem Drängen und Mahnen sah er endlich seinen Lieblingswunsch erfüllt , und das neue Konvikt wirkte in diesen ersten Jahren durchaus wohltätig , da seine Zöglinge sich zwar einer strengen Hausordnung fügen mußten , aber mit den weltlichen Kommilitonen frei verkehren und ihre philosophischen Kollegien nach eigenem Ermessen auswählen durften . Eine klösterliche Lebensweise wollte der Erzbischof grundsätzlich vermieden sehen , weil sie den Gewohnheiten des heutigen Lebens widerspreche ; selbst gegen die Anstellung evangelischer Konviktsdiener hatte er nichts einzuwenden , falls sich keine geeigneten Katholiken fänden . Spiegel an Refüs , 5. Febr. , 21. März ; an A. W. v. Schlegel , 13. Juli 1825 ; an Professor Hüllmann , 4. , 13. Dec. 1826 , 26. Sept. 1827 ; an Bunsen 12. Dec. 1828 , 6. Juli 1829 .",87
Anstellung,"Das erste liegt in dem oben bezeichneten Verhältnis zur berufsmäßigen Bildung . Der Charakter des öffentlichen Rechts der Anstellung beruht auf dem Anteil , den das Amt , die Geistlichkeit und die Gemeinde an Anstellung und Entlassung besitzen . Dieses öffentliche Recht aber wird seinerseits naturgemäß in seiner Gestaltung eben von dem Grade der Bildung abhängen , den man für den Lehrerberuf fordert ; und das ist es andererseits wieder , was die Verschiedenheit jenes Rechts und zuletzt auch die Bewegungen in demselben erklärt .",613
Anstellung,"Aachen , den 12 April . Es hat sich hier das Gerücht verbreitet , daß in Brüssel ein neuer und allgemeiner Aufstand ausgebrochen sei , wozu die Gefangennehmung des Generals von der Meersch und die Anstellung eines ausländischen Generals , des Herrn von Schönfeld , zum Oberkommando über die Armee , Gelegenheit gegeben haben soll . Es geht eine Stafette nach der anderen hier durch .",613
Anstellung,"Er warf sich in den Fauteuil , überschlug die Beine und rieb die Hände . "" Seine Majestät haben in Gnaden die Anstellung des Herrn von Stein abgelehnt . "" "" Stein wird nicht Finanzminister , "" wiederholte der Minister .",613
Anstellung,"Wer mit eigenem Geld ein Korps aufstellte , war Kommandeur desselben . Bei Anstellung der Offiziere machte die Religion keinen Unterschied ; mehr als der Glaube galten Reichtum , Tapferkeit und Erfahrung . Durch diese gleichförmige Gerechtigkeit gegen die verschiedenen Religionsverwandten , und mehr noch durch die Erklärung , daß die gegenwärtige Rüstung mit der Religion nichts zu schaffen habe , wurde der protestantische Untertan beruhigt , und zu gleicher Teilnahme an den öffentlichen Lasten bewogen .",613
Anstellung,"Das Anstellungs-Dekret entspricht der Aufnahme- oder Naturalisations-Urkunde und hat für die Perfektion des Geschäftes ganz dieselbe Bedeutung wie diese . II. Über die Anstellung der unmittelbaren Reichsbeamten gelten folgende Rechtsregeln . 1. Befugt im Namen des Reiches Beamte anzustellen , ist der Kaiser als der Geschäftsführer des Reiches. R.-V. Art. 18 .",613
Anstellung,"Denn solches sind allgemeine Vorteile , welche die Gesetze den Eltern billigerweise für die Beschwerden der ganzen Erziehung gewähren . In wiefern jedoch ein Sohn , der zwar bereits volljährig geworden , allein sich von den Eltern , mit Anstellung einer eigenen Nahrung und Haushaltung , noch nicht abgesondert hat , zu solchen bürgerlichen Handlungen fähig sei , die die Eigenschaft eines Paterfamilias erfordern , ist streitig . Zwar ist man darin völlig einverstanden , daß die Errichtung eines Testaments bis auf wirklich erfolgte völlige Absonderung des Sohns suspendiert bleiben müsse .",613
Anstellung,"Dann Eintritt in die ( 3 ) Seminarien ( mit Stipendien ) , die mit Seminarschulen verbunden sind . Abgangsprüfung als erste Dienstprüfung ; dann Dienst als Unterlehrer drei Jahre , dann zweite Dienstprüfung mit Recht zur Anstellung als Hauptschullehrer , jedoch mit Unterschied von Stadt und Land . -- Die Fortbildung der Lehrer ist hier organisiert ; Pflicht zur Lieferung von Aufsätzen ( vierteljährig ) ; Leseverein obligat in jedem Visitationsbezirk ; dann "" Lehrerkonferenzen "" unter dem Visitator .",613
Anstellung,"Elafu . Ich sehe im Ernst nicht , wie das Geld mit der Anstellung eines Dieners des Staats zusammenhängt ? Lehnlakai .",613
Anstellung,"Beispielsweise ordnet für Leipzig ein Reskript von 1586 , also nur wenige Jahre nach dem ebenerwähnten Ausschreiben an den Rat in Grimma an , es sollen für die Post nach Hessen und Braunschweig "" zwei fleißige Boten angestellt werden , welche der Posten täglich abwarten möchten "" . In gleicher Weise kommt auch für den städtischen Botendienst die feste Anstellung in immer mehr Städten auf ; die beteiligten Kaufleute legen die Unkosten nach bestimmten Jahresbeiträgen um , lassen Bürgschaft für gehörige Ausführung ihrer Aufträge leisten , und wirken in unruhigen Zeiten die Erlaubnis der Obrigkeit aus , den Mantel mit der Stadtfarbe und dem Wappenschild zu tragen . Beispielsweise bestimmt die Hamburger Botenordnung von 1580 :",613
Anstellung,"Die Dienstpflicht kommt also zur Entstehung ohne Vorstufe , durch Anstellung allein . Sie bedeutet , daß der Verpflichtete nunmehr seinem Dienstherrn , dem Staate , zur Verfügung steht , um Dienste der durch die Anstellung bezeichneten Art von ihm zu verlangen . Der Staat macht davon Gebrauch , indem er ihm den bestimmten Geschäftskreis anweist , in welchem er tätig werden soll .",613
Anstellung,"Die gute Frau hat etwas gegen mich , sie kann es nicht verbergen , ich bin ihr zuwider . Zwar nehme ich ihr es nicht übel , denn so was ist unwillkürlich , doch drückt es mich und verleidet mir meine Anstellung , mit der ich übrigens alle Ursache hätte , sehr zufrieden zu sein . Es ist halte nichts auf Erden vollkommen und kein Glück bleibt ungetrübt . """,613
Anstellung,Von einem Leibkutscher oder Leibschneider oder Leibstuhl habe i schon gehört ; aber von einem Leibgelehrten no nix . Das muß a kuriose Anstellung sein . Dünkelmaier .,613
Anstellung,"Es kann aber auch zunächst die Anstellung allein erfolgen und die Verleihung des Amtes einem besonderen Akte vorbehalten sein . Immer geschieht die Anstellung begriffsmäßig behuß Übertragung einer bestimmten Art von Amt , wodurch allein die begründete Dienstpflicht nutzbar gemacht , durch dessen Bezeichnung sie aber auch ihrem Inhalt nach genauer bestimmt wird . Nur zu Diensten in einem Amte der bezeichneten Art ist der Angestellte verpflichtet .",613
Anstellung,"Nach zweijährigem Drängen und Mahnen sah er endlich seinen Lieblingswunsch erfüllt , und das neue Konvikt wirkte in diesen ersten Jahren durchaus wohltätig , da seine Zöglinge sich zwar einer strengen Hausordnung fügen mußten , aber mit den weltlichen Kommilitonen frei verkehren und ihre philosophischen Kollegien nach eigenem Ermessen auswählen durften . Eine klösterliche Lebensweise wollte der Erzbischof grundsätzlich vermieden sehen , weil sie den Gewohnheiten des heutigen Lebens widerspreche ; selbst gegen die Anstellung evangelischer Konviktsdiener hatte er nichts einzuwenden , falls sich keine geeigneten Katholiken fänden . Spiegel an Refüs , 5. Febr. , 21. März ; an A. W. v. Schlegel , 13. Juli 1825 ; an Professor Hüllmann , 4. , 13. Dec. 1826 , 26. Sept. 1827 ; an Bunsen 12. Dec. 1828 , 6. Juli 1829 .",613
Anstellung,"Das erste liegt in dem oben bezeichneten Verhältnis zur berufsmäßigen Bildung . Der Charakter des öffentlichen Rechts der Anstellung beruht auf dem Anteil , den das Amt , die Geistlichkeit und die Gemeinde an Anstellung und Entlassung besitzen . Dieses öffentliche Recht aber wird seinerseits naturgemäß in seiner Gestaltung eben von dem Grade der Bildung abhängen , den man für den Lehrerberuf fordert ; und das ist es andererseits wieder , was die Verschiedenheit jenes Rechts und zuletzt auch die Bewegungen in demselben erklärt .",297
Anstellung,"Aachen , den 12 April . Es hat sich hier das Gerücht verbreitet , daß in Brüssel ein neuer und allgemeiner Aufstand ausgebrochen sei , wozu die Gefangennehmung des Generals von der Meersch und die Anstellung eines ausländischen Generals , des Herrn von Schönfeld , zum Oberkommando über die Armee , Gelegenheit gegeben haben soll . Es geht eine Stafette nach der anderen hier durch .",297
Anstellung,"Er warf sich in den Fauteuil , überschlug die Beine und rieb die Hände . "" Seine Majestät haben in Gnaden die Anstellung des Herrn von Stein abgelehnt . "" "" Stein wird nicht Finanzminister , "" wiederholte der Minister .",297
Anstellung,"Wer mit eigenem Geld ein Korps aufstellte , war Kommandeur desselben . Bei Anstellung der Offiziere machte die Religion keinen Unterschied ; mehr als der Glaube galten Reichtum , Tapferkeit und Erfahrung . Durch diese gleichförmige Gerechtigkeit gegen die verschiedenen Religionsverwandten , und mehr noch durch die Erklärung , daß die gegenwärtige Rüstung mit der Religion nichts zu schaffen habe , wurde der protestantische Untertan beruhigt , und zu gleicher Teilnahme an den öffentlichen Lasten bewogen .",297
Anstellung,"Das Anstellungs-Dekret entspricht der Aufnahme- oder Naturalisations-Urkunde und hat für die Perfektion des Geschäftes ganz dieselbe Bedeutung wie diese . II. Über die Anstellung der unmittelbaren Reichsbeamten gelten folgende Rechtsregeln . 1. Befugt im Namen des Reiches Beamte anzustellen , ist der Kaiser als der Geschäftsführer des Reiches. R.-V. Art. 18 .",297
Anstellung,"Denn solches sind allgemeine Vorteile , welche die Gesetze den Eltern billigerweise für die Beschwerden der ganzen Erziehung gewähren . In wiefern jedoch ein Sohn , der zwar bereits volljährig geworden , allein sich von den Eltern , mit Anstellung einer eigenen Nahrung und Haushaltung , noch nicht abgesondert hat , zu solchen bürgerlichen Handlungen fähig sei , die die Eigenschaft eines Paterfamilias erfordern , ist streitig . Zwar ist man darin völlig einverstanden , daß die Errichtung eines Testaments bis auf wirklich erfolgte völlige Absonderung des Sohns suspendiert bleiben müsse .",297
Anstellung,"Dann Eintritt in die ( 3 ) Seminarien ( mit Stipendien ) , die mit Seminarschulen verbunden sind . Abgangsprüfung als erste Dienstprüfung ; dann Dienst als Unterlehrer drei Jahre , dann zweite Dienstprüfung mit Recht zur Anstellung als Hauptschullehrer , jedoch mit Unterschied von Stadt und Land . -- Die Fortbildung der Lehrer ist hier organisiert ; Pflicht zur Lieferung von Aufsätzen ( vierteljährig ) ; Leseverein obligat in jedem Visitationsbezirk ; dann "" Lehrerkonferenzen "" unter dem Visitator .",297
Anstellung,"Elafu . Ich sehe im Ernst nicht , wie das Geld mit der Anstellung eines Dieners des Staats zusammenhängt ? Lehnlakai .",297
Anstellung,"Beispielsweise ordnet für Leipzig ein Reskript von 1586 , also nur wenige Jahre nach dem ebenerwähnten Ausschreiben an den Rat in Grimma an , es sollen für die Post nach Hessen und Braunschweig "" zwei fleißige Boten angestellt werden , welche der Posten täglich abwarten möchten "" . In gleicher Weise kommt auch für den städtischen Botendienst die feste Anstellung in immer mehr Städten auf ; die beteiligten Kaufleute legen die Unkosten nach bestimmten Jahresbeiträgen um , lassen Bürgschaft für gehörige Ausführung ihrer Aufträge leisten , und wirken in unruhigen Zeiten die Erlaubnis der Obrigkeit aus , den Mantel mit der Stadtfarbe und dem Wappenschild zu tragen . Beispielsweise bestimmt die Hamburger Botenordnung von 1580 :",297
Anstellung,"Die Dienstpflicht kommt also zur Entstehung ohne Vorstufe , durch Anstellung allein . Sie bedeutet , daß der Verpflichtete nunmehr seinem Dienstherrn , dem Staate , zur Verfügung steht , um Dienste der durch die Anstellung bezeichneten Art von ihm zu verlangen . Der Staat macht davon Gebrauch , indem er ihm den bestimmten Geschäftskreis anweist , in welchem er tätig werden soll .",297
Anstellung,"Die gute Frau hat etwas gegen mich , sie kann es nicht verbergen , ich bin ihr zuwider . Zwar nehme ich ihr es nicht übel , denn so was ist unwillkürlich , doch drückt es mich und verleidet mir meine Anstellung , mit der ich übrigens alle Ursache hätte , sehr zufrieden zu sein . Es ist halte nichts auf Erden vollkommen und kein Glück bleibt ungetrübt . """,297
Anstellung,Von einem Leibkutscher oder Leibschneider oder Leibstuhl habe i schon gehört ; aber von einem Leibgelehrten no nix . Das muß a kuriose Anstellung sein . Dünkelmaier .,297
Anstellung,"Es kann aber auch zunächst die Anstellung allein erfolgen und die Verleihung des Amtes einem besonderen Akte vorbehalten sein . Immer geschieht die Anstellung begriffsmäßig behuß Übertragung einer bestimmten Art von Amt , wodurch allein die begründete Dienstpflicht nutzbar gemacht , durch dessen Bezeichnung sie aber auch ihrem Inhalt nach genauer bestimmt wird . Nur zu Diensten in einem Amte der bezeichneten Art ist der Angestellte verpflichtet .",297
Anstellung,"Nach zweijährigem Drängen und Mahnen sah er endlich seinen Lieblingswunsch erfüllt , und das neue Konvikt wirkte in diesen ersten Jahren durchaus wohltätig , da seine Zöglinge sich zwar einer strengen Hausordnung fügen mußten , aber mit den weltlichen Kommilitonen frei verkehren und ihre philosophischen Kollegien nach eigenem Ermessen auswählen durften . Eine klösterliche Lebensweise wollte der Erzbischof grundsätzlich vermieden sehen , weil sie den Gewohnheiten des heutigen Lebens widerspreche ; selbst gegen die Anstellung evangelischer Konviktsdiener hatte er nichts einzuwenden , falls sich keine geeigneten Katholiken fänden . Spiegel an Refüs , 5. Febr. , 21. März ; an A. W. v. Schlegel , 13. Juli 1825 ; an Professor Hüllmann , 4. , 13. Dec. 1826 , 26. Sept. 1827 ; an Bunsen 12. Dec. 1828 , 6. Juli 1829 .",297
billig,"Der Fall der absoluten differentiellen Tarifierung liegt hingegen vor , wenn in demselben Tarif für gleiche Mengen desselben Gutes auf gleichen Entfernungen die Transportpreise ungleichmässig festgesetzt werden . Ist der ermäßigte Frachtsatz für die weiter entfernte Station billiger , als der regelmässige Frachtsatz der näher gelegenen nächsten Station , so liegt eine Frachtdisparität vor . In vielen Staaten sind Frachtdisparitäten und mit diesen gleichartige Differentialtarife verboten .",822
billig,"Wir sind einige Zeit bei uns angestanden , ob wir dies Gesetz mit anführen wollten . Wir dachten nämlich , es könnte der Ehre der Republik nachteilig sein , wenn wir einen so schlimmen Schaden aufdeckten , als der ist , zu dessen Heilung sich hier die Gesetzgeber haben herunter lassen müssen ; allein bei reiferer Erwägung der Sache fanden wir , daß es denn doch billige Männer , und sollten sie selbst Altfranken sein , der Republik nicht würden zu Schulden kommen lassen , wenn sie etwa ein Paar solcher räudiger Mitbürger hätte . Ist doch wohl vielfachere und größere Räudigkeit unter denen vorhanden , welche , mit einem der feinsten Töne der sogenannten großen Welt , das gleich von allen Gelehrten behaupten , weswegen doch nur einige wenige unter ihnen Vorwürfe verdienen .",822
billig,"Die Absicht dieses Stillestandes ist auf die Erhaltung des Hofes , des Hofgewehres und eines unglücklichen Untertanen gerichtet , indem dem gemeinen Wesen daran gelegen , daß alle Höfe tüchtig besetzt und zur Zeit der Not so wenig entblößet als ausgespannt sein mögen . So notwendig und billig nun auch diese gesetzmäßige Vorsorge ist , besonders in den Gegenden , wo nach einer vorgegangenen Abäusserung , sich nicht sogleich neue Wirte finden , die mit einem Feld- und Viehinventarium wieder aufziehen und sich eigen geben wollen : so häufig sind dennoch die Fälle , wo die desfalls vorhandenen heilsamen Verordnungen und die besten Absichten nicht zum Zwecke wirken .",822
billig,"In der Gefangenschaft ernährt man sie mit Fichtensamen , Mohn , Rübsen u. dgl. und gibt ihnen ab und zu etwas Grünes . Über die Fortpflanzung hat mein Vater zuerst ausführliche Beobachtungen veröffentlicht und es ist daher mehr als billig , daß ich hier ihn selbst reden lasse . "" Die Erlenzeisige paaren sich im April .",822
billig,"Also gehe ich hinab , allmächtiger Vater , auf Erden Diese deine Verbrecher zu richten ; doch weißt du , das Urteil Sei auch , welches es sei , so fällt das schwerste dennoch Auf mich selber , wenn sich die Fülle der Zeiten genaht . Denn so habe ich_es gelobt vor deinem heiligen Antlitz , Und , indem mich_es noch jetzt nicht reut , erlaubest du billig , Daß ich ihr Urteil , das mich auch betrifft , mit Milderung lindre : Aber ich will die Gerechtigkeit so mit der Gnade verbinden , Daß es offenbar werde , wie sehr sie befriedigt worden , Und du besänftiget seist .",822
billig,"Nur eine ausführliche Kritik der praktischen Vernunft kann alle diese Mißdeutung heben , und die konsequente Denkungsart , welche eben ihren größten Vorzug ausmacht , in ein helles Licht setzen . So viel zur Rechtfertigung , warum in diesem Werke die Begriffe und Grundsätze der reinen spekulativen Vernunft , welche doch ihre besondere Kritik schon erlitten haben , hier hin und wieder nochmals der Prüfung unterworfen werden , welches dem systematischen Gange einer zu errichtenden Wissenschaft sonst nicht wohl geziemet ( da abgeurteilte Sachen billig nur angeführt und nicht wiederum in Anregung gebracht werden müssen ) , doch hier erlaubt , ja nötig war ; weil die Vernunft mit jenen Begriffen im Übergange zu einem ganz anderen Gebrauche betrachtet wird , als den sie dort von ihnen machte . Ein solcher Übergang macht aber eine Vergleichung des älteren mit dem neueren Gebrauche notwendig , um das neue Gleis von dem vorigen wohl zu unterscheiden und zugleich den Zusammenhäng derselben bemerken zu lassen .",822
